ID,No.,Type,Star,Name,Doll ID,Doll,Damage,Accuracy,Evasion,Move Speed,Rate of Fire,Crit.Rate,Crit.Damage,Armor Pen.,Armor,Shield,Damage Amplify,Damage Reduction,Night View,Rounds,Equip Exp,Equip Level,EQUIP_INFO_ADJUST_MAX,Adjust Count,Locked
34032302,76,Buck (Shell),★★★★★,#000 Buckshot,-,-,8.452,-,-,-,-,-,13.4455%,-,-,-,-,-,-,-,1,0,,0,Locked
34044200,72,HP (Ammo),★★★★★,ILM Hollow-Point Ammo,-,-,8.5945,-,-,-,-,-,-,-8.8522,-,-,-,-,-,-,1,0,,0,Locked
34054801,68,MG Box (Body),★★★★★,IOP Maximum Ammo Box,-,-,-,-,-2.4842,-,-,-,-,-,-,-,-,-,-,2.0388,1,0,,0,Locked
34068894,40,T Exo (Body),★★★★★,IOP T4 Exoskeleton,-,-,-7.8782,-,23.2385,-,-,-,-,-,-,-,-,-,-,-,1,0,,0,Locked
34132295,72,HP (Ammo),★★★★★,ILM Hollow-Point Ammo,-,-,8.2333,-,-,-,-,-,-,-9.3052,-,-,-,-,-,-,0,0,,0,Locked
34141216,72,HP (Ammo),★★★★★,ILM Hollow-Point Ammo,-,-,7.4848,-,-,-,-,-,-,-8.8219,-,-,-,-,-,-,0,0,,0,Locked
34153556,227,SNIP (Ammo),★★★★★,M1022 Sniper Rounds,-,-,10,-,-,-,-,-,-,120,-,-,-,-,-,-,10000,10,MAX,16,Locked
34157552,104,Sp. Eq (Exclusive),★★★★★,Fire Selector,-,-,-,-,-,-,5,48%,-,-,-,-,-,-,-,-,30000,10,MAX,16,Locked
34157639,175,Sp. Eq (Exclusive),★★★★★,BPR4 & SRM6,-,-,2.0742,-,7.0,-,-,17%,-,-,-,-,-,-,-,-,1,0,,1,Locked
34255616,237,Sp. Eq (Exclusive),★★★★★,MkV Mobility Skeleton,-,-,-,-,30,3.0000,-,-,-,-,-,-,-,-,-,-,30000,10,MAX,15,Locked
34306145,227,SNIP (Ammo),★★★★★,M1022 Sniper Rounds,-,-,10,-,-,-,-,-,-,120,-,-,-,-,-,-,10000,10,MAX,16,Locked
34344066,40,T Exo (Body),★★★★★,IOP T4 Exoskeleton,-,-,-7.254,-,31.4377,-,-,-,-,-,-,-,-,-,-,-,10000,10,,0,Locked
34359358,72,HP (Ammo),★★★★★,ILM Hollow-Point Ammo,-,-,8.4736,-,-,-,-,-,-,-7.7407,-,-,-,-,-,-,0,0,,0,Locked
34402533,231,Birdshot (Shell),★★★★★,#7.5 Birdshot,193268734,SPAS-15,-,-,-,-,12,-,-11.0%,-,-,-,-,-,-,-,10000,10,,10,Locked
34416734,243,Sp. Eq (Exclusive),★★★★★,Exclusive Optical Sight,-,-,3.0,-,-,-,-,22.0001%,-,-,-,-,-,-,-,-,1,0,,1,Locked
34442510,234,Processor Chip (Body),★★★★★,#2 Processor,118755413,Micro Uzi Mod,15,-,-,-,25,-,-50.0000%,-,-,-,-,-,-,-,10000,10,MAX,8,Locked
34442615,190,Sp. Eq (Exclusive),★★★★★,G-box,59079988,Gr G11 Mod,20.0000,10,-,-,-,-,25.0000%,-,-,-,-,-,-,-,30000,10,MAX,3,Locked
34544779,227,SNIP (Ammo),★★★★★,M1022 Sniper Rounds,-,-,6.8546,-,-,-,-,-,-,71.950,-,-,-,-,-,-,0,0,,0,Locked
34544791,224,RMR (Acc),★★★★★,RMR T4 Red Dot Sight,-,-,-,18.2534,-,-,-,27.7036%,-,-,-,-,-,-,-,-,10000,10,,0,Locked
34576823,224,RMR (Acc),★★★★★,RMR T4 Red Dot Sight,-,-,-,18.0263,-,-,-,27.7196%,-,-,-,-,-,-,-,-,10000,10,,0,Locked
34592908,264,Sp. Eq (Exclusive),★★★★★,PK Exclusive Tripod,-,-,5,5,-,-,-,25%,-,-,-,-,-,-,-,-,401,0,MAX,16,Locked
34673489,8,EOT (Holographic),★★★★★,EOT 518,-,-,4.634,6.4124,-,-,-5.3154,-,-,-,-,-,-,-,-,-,0,0,,0,Locked
34700843,44,Plate (Body),★★★★★,Type 3 Armor Plate,193268734,SPAS-15,-,-,-3,-,-,-,-,-,11,-,-,-,-,-,10000,10,,4,Locked
34754771,242,Sp. Eq (Exclusive),★★★★★,7N14,-,-,4,-,-,-,-,-,-,180,-,-,-,-,-,-,30000,10,MAX,16,Locked
34754838,72,HP (Ammo),★★★★★,ILM Hollow-Point Ammo,-,-,7.0837,-,-,-,-,-,-,-9.5443,-,-,-,-,-,-,1,0,,0,Locked
34769154,40,T Exo (Body),★★★★★,IOP T4 Exoskeleton,-,-,-7.2754,-,30.135,-,-,-,-,-,-,-,-,-,-,-,10000,10,,0,Locked
35014004,32,HV (Ammo),★★★★★,APCR High-Velocity Ammo,-,-,9.5420,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,,0,Locked
35124061,146,Sp. Eq (Exclusive),★★★★★,MIRD Class-5 Rounds,-,-,15,-,-,-,-,-,-,-7,-,-,-,-,-,-,1,0,MAX,8,Locked
35151999,147,Sp. Eq (Exclusive),★★★★★,White Knight's Armor,-,-,-,-,16.4735,-,-,-,-,-,-,-,-,-,-,-,1,0,,0,Locked
35195256,148,Sp. Eq (Exclusive),★★★★★,Prosthetic Eye,-,-,-,-,-,-3.000,1.1058,-,19.2715%,-,-,-,-,-,-,-,1,0,,0,Locked
35195266,145,Sp. Eq (Exclusive),★★★★★,Prosthetic Arm,-,-,2.7638,-,-2.9526,-,-,-,-,-,6.0494,-,-,-,-,-,1,0,,0,Locked
35195269,149,Sp. Eq (Exclusive),★★★★★,Cybernetic Hands,-,-,2.2104,-,-2.4265,-,-,-,-,-,-,-,-,-,-,3.8212,1,0,,0,Locked
35243423,137,Sp. Eq (Exclusive),★★★★★,Adelhyde,-,-,-,-,15.0000,-,-,-,-,-,-,-,-,-,-,-,1,0,MAX,0,Locked
35243424,138,Sp. Eq (Exclusive),★★★★★,Flanergide,-,-,-,-,15.0000,-,-,-,-,-,-,-,-,-,-,-,1,0,MAX,0,Locked
35243425,139,Sp. Eq (Exclusive),★★★★★,Adelhyde,-,-,-,-,15.0000,-,-,-,-,-,-,-,-,-,-,-,1,0,MAX,0,Locked
35243426,140,Sp. Eq (Exclusive),★★★★★,Bronson Extract,-,-,-,-,15.000,-,-,-,-,-,-,-,-,-,-,-,1,0,MAX,0,Locked
35243427,141,Sp. Eq (Exclusive),★★★★★,Powdered Delta,-,-,-,-,15.0000,-,-,-,-,-,-,-,-,-,-,-,1,0,MAX,0,Locked
35243428,142,Sp. Eq (Exclusive),★★★★★,Karmotrine,-,-,-,-,15.0000,-,-,-,-,-,-,-,-,-,-,-,1,0,MAX,0,Locked
35243429,143,Sp. Eq (Exclusive),★★★★★,Karmotrine,-,-,-,-,15.0000,-,-,-,-,-,-,-,-,-,-,-,1,0,MAX,0,Locked
35243430,144,Sp. Eq (Exclusive),★★★★★,Karmotrine,-,-,-,-,15.0000,-,-,-,-,-,-,-,-,-,-,-,1,0,MAX,0,Locked
35282029,68,MG Box (Body),★★★★★,IOP Maximum Ammo Box,-,-,-,-,-2.6329,-,-,-,-,-,-,-,-,-,-,2.4367,1,0,,0,Locked
35296131,192,Sp. Eq (Exclusive),★★★★★,Beloved Dangle,-,-,-6,-,45,-,-,-,-,-,-,-,-,-,-,-,30000,10,MAX,3,Locked
35302558,246,Sp. Eq (Exclusive),★★★★★,RBL Grip,-,-,-,-,7.9657,-,-,13.1865%,-,-,-,-,-,-,-,-,1,0,,0,Locked
35391757,231,Birdshot (Shell),★★★★★,#7.5 Birdshot,191027822,FO-12,-,-,-,-,6.1476,-,-15.7880%,-,-,-,-,-,-,-,0,0,,0,Locked
35399770,16,PEQ (Acc),★★★★★,PEQ-16A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,95.2993%,-,1,0,,0,Locked
35399834,80,Slug (Shell),★★★★★,SABOT Slug,-,-,-,9.2848,-,-,-,-,-,-,-,-,-,-,-,-,0,0,,0,Locked
35430666,80,Slug (Shell),★★★★★,SABOT Slug,-,-,-,9.5952,-,-,-,-,-,-,-,-,-,-,-,-,0,0,,0,Locked
35479037,76,Buck (Shell),★★★★★,#000 Buckshot,-,-,8.2228,-,-,-,-,-,11.2110%,-,-,-,-,-,-,-,0,0,,0,Locked
35516686,32,HV (Ammo),★★★★★,APCR High-Velocity Ammo,-,-,9.8204,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,,0,Locked
35516687,231,Birdshot (Shell),★★★★★,#7.5 Birdshot,-,-,-,-,-,-,6.5978,-,-14.9050%,-,-,-,-,-,-,-,1,0,,0,Locked
35548588,231,Birdshot (Shell),★★★★★,#7.5 Birdshot,-,-,-,-,-,-,7.5706,-,-14.4870%,-,-,-,-,-,-,-,0,0,,0,Locked
35568327,231,Birdshot (Shell),★★★★★,#7.5 Birdshot,-,-,-,-,-,-,7.0328,-,-16.1840%,-,-,-,-,-,-,-,0,0,,0,Locked
35578880,229,SLAP (Ammo),★★★★★,Mk1000 SLAP,-,-,-,-,-,-,-5.0000,-,-,490.5360,-,-,-,-,-,-,10000,10,,0,Locked
35611221,80,Slug (Shell),★★★★★,SABOT Slug,-,-,-,9.2472,-,-,-,-,-,-,-,-,-,-,-,-,0,0,,0,Locked
35670561,248,Sp. Eq (Exclusive),★★★★★,9A High-Performance Chip,-,-,15,-,-,-,25,-,-,-,-,-,-,-,-,-,30000,10,MAX,6,Locked
35700927,235,Flash (Shell),★★★★★,Shotgun Flash Shells,203295688,TPS,-,20,-,-,-,-,-,-,-,-,-,-,-,-,10000,10,MAX,9,Locked
35710756,49,PEQ (Acc),★★★★★,16Lab Infrared Designator,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100.0000%,-,1,0,MAX,0,Locked
35731281,109,Optical (Acc),★★★★★,16Lab 6-24X56,-,-,-,-,-,-,-,24.000%,-,-,-,-,-,-,-,-,1,0,MAX,0,Locked
35769287,110,HV (Ammo),★★★★★,16Lab High-Velocity Ammo,196229216,SCAR-L,12.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,MAX,0,Locked
35813042,177,Sp. Eq (Exclusive),★★★★★,MGP Upgrade Kit,-,-,-,22,-,-,-1,-,19%,-,-,-,-,-,-,-,5751,5,MAX,26,Locked
35861471,58,X Exo (Body),★★★★★,IOP X4 Exoskeleton,-,-,-,-,8.6232,-,-,-,-,-,-,-,-,-,-,-,0,0,,0,Locked
35870100,128,Sp. Eq (Exclusive),★★★★★,STEN Suppressor,-,-,-,-,11,-,-,15%,-,-,-,-,-,-,-,-,1,0,MAX,6,Locked
35870101,171,Sp. Eq (Exclusive),★★★★★,Tactical Thunderbolt Ahoge,114285619,Stechkin Mod,-,-,20,-,-,20%,-,-,-,-,-,-,-,-,30000,10,MAX,16,Locked
35905595,235,Flash (Shell),★★★★★,Shotgun Flash Shells,-,-,-,9.3168,-,-,-,-,-,-,-,-,-,-,-,-,0,0,,0,Locked
35930307,244,Sp. Eq (Exclusive),★★★★★,Exclusive Tactical Flashlight,181675865,PP-2000,6,10,8,-,-,-,-,-,-,-,-,-,-,-,1,0,MAX,6,Locked
35930321,245,Sp. Eq (Exclusive),★★★★★,ZEVT Trigger Unit,-,-,-,11.0,8,-,-,14.0%,-,-,-,-,-,-,-,-,1,0,,3,Locked
35947231,227,SNIP (Ammo),★★★★★,M1022 Sniper Rounds,-,-,10,-,-,-,-,-,-,120,-,-,-,-,-,-,10000,10,MAX,16,Locked
35955300,247,Sp. Eq (Exclusive),★★★★★,Hydraulic Recoil Mitigation System,-,-,-,-,-,-,-,25%,10%,-,-,-,-,-,-,-,1,0,MAX,16,Locked
36048143,8,EOT (Holographic),★★★★★,EOT 518,-,-,4.1318,8.2896,-,-,-5.1828,-,-,-,-,-,-,-,-,-,0,0,,0,Locked
36115209,235,Flash (Shell),★★★★★,Shotgun Flash Shells,204214692,SPAS-15,-,9.8596,-,-,-,-,-,-,-,-,-,-,-,-,0,0,,0,Locked
36138939,234,Processor Chip (Body),★★★★★,#2 Processor,56643020,EVO 3 Mod,15,-,-,-,25,-,-50.0000%,-,-,-,-,-,-,-,10000,10,MAX,6,Locked
36197831,80,Slug (Shell),★★★★★,SABOT Slug,212425504,MAG-7,-,10.4496,-,-,-,-,-,-,-,-,-,-,-,-,0,0,,0,Locked
36197834,231,Birdshot (Shell),★★★★★,#7.5 Birdshot,-,-,-,-,-,-,6.5870,-,-17.020%,-,-,-,-,-,-,-,0,0,,0,Locked
36228464,235,Flash (Shell),★★★★★,Shotgun Flash Shells,209850286,TPS,-,10.3404,-,-,-,-,-,-,-,-,-,-,-,-,0,0,,0,Locked
36241385,76,Buck (Shell),★★★★★,#000 Buckshot,-,-,7.0993,-,-,-,-,-,11.8125%,-,-,-,-,-,-,-,0,0,,0,Locked
36399124,235,Flash (Shell),★★★★★,Shotgun Flash Shells,209911910,TPS,-,8.2272,-,-,-,-,-,-,-,-,-,-,-,-,0,0,,0,Locked
36413514,217,Sp. Eq (Exclusive),★★★★★,SB 2.5-10x56,-,-,3.0000,-,-,-,-,25.0000%,-,-,-,-,-,-,-,-,1,0,MAX,0,Locked
36502582,235,Flash (Shell),★★★★★,Shotgun Flash Shells,-,-,-,10.24,-,-,-,-,-,-,-,-,-,-,-,-,0,0,,0,Locked
36594770,72,HP (Ammo),★★★★★,ILM Hollow-Point Ammo,-,-,7.5364,-,-,-,-,-,-,-9.1894,-,-,-,-,-,-,0,0,,0,Locked
36679348,229,SLAP (Ammo),★★★★★,Mk1000 SLAP,141815986,Kord,-,-,-,-,-5.0000,-,-,480.7160,-,-,-,-,-,-,10000,10,,0,Locked
36746357,224,RMR (Acc),★★★★★,RMR T4 Red Dot Sight,-,-,-,10.888,-,-,-,13.5856%,-,-,-,-,-,-,-,-,0,0,,0,Locked
36746362,72,HP (Ammo),★★★★★,ILM Hollow-Point Ammo,-,-,7.6042,-,-,-,-,-,-,-9.1576,-,-,-,-,-,-,0,0,,0,Locked
36934463,235,Flash (Shell),★★★★★,Shotgun Flash Shells,209606054,Stevens M620,-,9.9896,-,-,-,-,-,-,-,-,-,-,-,-,0,0,,0,Locked
36934464,235,Flash (Shell),★★★★★,Shotgun Flash Shells,-,-,-,8.6132,-,-,-,-,-,-,-,-,-,-,-,-,0,0,,0,Locked
36987984,105,Sp. Eq (Exclusive),★★★★★,PM 5-25X56,46767867,Kar98k Mod,-,-,-,-,-,48.0000%,20.0000%,-,-,-,-,-,-,-,30000,10,MAX,0,Locked
37016608,235,Flash (Shell),★★★★★,Shotgun Flash Shells,-,-,-,9.556,-,-,-,-,-,-,-,-,-,-,-,-,0,0,,0,Locked
37101066,234,Processor Chip (Body),★★★★★,#2 Processor,63430429,Suomi Mod,15,-,-,-,25,-,-50.000%,-,-,-,-,-,-,-,10000,10,MAX,6,Locked
37210092,235,Flash (Shell),★★★★★,Shotgun Flash Shells,-,-,-,10.7512,-,-,-,-,-,-,-,-,-,-,-,-,0,0,,0,Locked
37210170,235,Flash (Shell),★★★★★,Shotgun Flash Shells,-,-,-,10.2376,-,-,-,-,-,-,-,-,-,-,-,-,0,0,,0,Locked
37210185,235,Flash (Shell),★★★★★,Shotgun Flash Shells,-,-,-,9.9972,-,-,-,-,-,-,-,-,-,-,-,-,0,0,,0,Locked
37236158,72,HP (Ammo),★★★★★,ILM Hollow-Point Ammo,-,-,8.0464,-,-,-,-,-,-,-7.6516,-,-,-,-,-,-,0,0,,0,Locked
37236162,72,HP (Ammo),★★★★★,ILM Hollow-Point Ammo,-,-,7.3267,-,-,-,-,-,-,-9.1021,-,-,-,-,-,-,0,0,,0,Locked
37262405,234,Processor Chip (Body),★★★★★,#2 Processor,59440585,K11,15,-,-,-,25,-,-50.0000%,-,-,-,-,-,-,-,10000,10,MAX,6,Locked
37290770,239,Sp. Eq (Exclusive),★★★★★,Mk4 SLAP,82754890,Gr MG4 Mod,-1,-,-,-,-,-,-,600.0000,-,-,-,-,-,-,30000,10,MAX,6,Locked
37473645,277,Sp. Eq (Exclusive),★★★★★,DHG Extended Handguard,-,-,-,10,20,3.0000,-,-,-,-,-,-,-,-,-,-,30000,10,MAX,6,Locked
37508392,235,Flash (Shell),★★★★★,Shotgun Flash Shells,-,-,-,9.5632,-,-,-,-,-,-,-,-,-,-,-,-,0,0,,0,Locked
37708605,225,Flare (Ammo),★★★★★,Signal Flare,202489392,P10C,-,-,-,-,-3.6144,-,-,-,-,-,-,-,-,-,1,0,,0,Locked
37840537,225,Flare (Ammo),★★★★★,Signal Flare,64332483,Welrod MkⅡ Mod,-,-,-,-,-2.7256,-,-,-,-,-,-,-,-,-,1,0,,0,Locked
37851523,235,Flash (Shell),★★★★★,Shotgun Flash Shells,-,-,-,9.3676,-,-,-,-,-,-,-,-,-,-,-,-,0,0,,0,Locked
37851529,235,Flash (Shell),★★★★★,Shotgun Flash Shells,-,-,-,9.4796,-,-,-,-,-,-,-,-,-,-,-,-,0,0,,0,Locked
37976141,235,Flash (Shell),★★★★★,Shotgun Flash Shells,-,-,-,10.0136,-,-,-,-,-,-,-,-,-,-,-,-,0,0,,0,Locked
37976152,275,Sp. Eq (Exclusive),★★★★★,Perst-4,159173617,AK-15 Mod,20,-,20,-,-,-,20%,-,-,-,-,-,-,-,30000,10,MAX,12,Locked
37990580,311,Rangefinder (Body),★★★★★,M200X LRF,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,10000,10,MAX,1,Locked
38118315,271,Sp. Eq (Exclusive),★★★★★,.357 Wadcutter Rounds,-,-,20.0000,-,-,-,-,-,-,-7.0000,-,-,-,-,-,-,30000,10,MAX,0,Locked
38268059,225,Flare (Ammo),★★★★★,Signal Flare,-,-,-,-,-,-,-3.1392,-,-,-,-,-,-,-,-,-,0,0,,0,Locked
38290936,235,Flash (Shell),★★★★★,Shotgun Flash Shells,-,-,-,8.9236,-,-,-,-,-,-,-,-,-,-,-,-,1,0,,0,Locked
38311312,235,Flash (Shell),★★★★★,Shotgun Flash Shells,-,-,-,9.1228,-,-,-,-,-,-,-,-,-,-,-,-,0,0,,0,Locked
38468894,278,Sp. Eq (Exclusive),★★★★★,P22 Laser Pointer,-,-,-,-,10,-,-,15%,-,-,-,-,-,-,-,-,1,0,MAX,6,Locked
38479060,295,Sp. Eq (Exclusive),★★★★★,M-LOK Handguard,-,-,-,-,-,-,-,29.0%,10%,-,-,-,-,-,-,-,1,0,,4,Locked
38507089,309,Focus Chip (Body),★★★★★,Focus Chip,-,-,10,-,-,-,-10,-,30%,-,-,-,-,-,-,-,10000,10,MAX,6,Locked
38572356,305,SF Taclight (Acc),★★★★★,S.F. Modified Tactical Light,202489392,P10C,-,-,4.1435,-,-,-,-,-,-,-,-,-,-,-,0,0,,0,Locked
38582144,127,Sp. Eq (Exclusive),★★★★★,Hi-Performance Tactical Hair Accessory,-,-,10.0000,5.0000,12.0000,-,-,-,-,-,-,-,-,-,-,-,1,0,MAX,0,Locked
38599925,305,SF Taclight (Acc),★★★★★,S.F. Modified Tactical Light,-,-,-,-,3.3101,-,-,-,-,-,-,-,-,-,-,-,0,0,,0,Locked
38599928,305,SF Taclight (Acc),★★★★★,S.F. Modified Tactical Light,-,-,-,-,2.279,-,-,-,-,-,-,-,-,-,-,-,0,0,,0,Locked
38617411,305,SF Taclight (Acc),★★★★★,S.F. Modified Tactical Light,64332483,Welrod MkⅡ Mod,-,-,3.0158,-,-,-,-,-,-,-,-,-,-,-,1,0,,0,Locked
38622382,305,SF Taclight (Acc),★★★★★,S.F. Modified Tactical Light,-,-,-,-,4.1423,-,-,-,-,-,-,-,-,-,-,-,0,0,,0,Locked
38711234,305,SF Taclight (Acc),★★★★★,S.F. Modified Tactical Light,-,-,-,-,2.8382,-,-,-,-,-,-,-,-,-,-,-,0,0,,0,Locked
38734551,311,Rangefinder (Body),★★★★★,M200X LRF,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,10000,10,MAX,5,Locked
38904052,305,SF Taclight (Acc),★★★★★,S.F. Modified Tactical Light,-,-,-,-,3.3791,-,-,-,-,-,-,-,-,-,-,-,0,0,,0,Locked
38993846,305,SF Taclight (Acc),★★★★★,S.F. Modified Tactical Light,-,-,-,-,2.4752,-,-,-,-,-,-,-,-,-,-,-,0,0,,0,Locked
39022778,318,Sp. Eq (Exclusive),★★★★★,M948 Mod X,195993216,SCAR-H,5,-,-,-,-,-,-,200,-,-,-,-,-,-,30000,10,MAX,12,Locked
39022796,317,Sp. Eq (Exclusive),★★★★★,MK318 Mod X,198731241,SCAR-L,24,-,-,-,-,-,-,-,-,-,-,-,-,-,30000,10,MAX,10,Locked
39032310,305,SF Taclight (Acc),★★★★★,S.F. Modified Tactical Light,-,-,-,-,3.1466,-,-,-,-,-,-,-,-,-,-,-,0,0,,0,Locked
39040560,305,SF Taclight (Acc),★★★★★,S.F. Modified Tactical Light,-,-,-,-,3.0617,-,-,-,-,-,-,-,-,-,-,-,0,0,,0,Locked
39049087,16,PEQ (Acc),★★★★★,PEQ-16A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,95.4406%,-,0,0,,0,Locked
39049089,16,PEQ (Acc),★★★★★,PEQ-16A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,94.6342%,-,0,0,,0,Locked
39067410,316,Sp. Eq (Exclusive),★★★★★,PT-2 Telescopic Stock,-,-,3,30,-,-,-,30%,-,-,-,-,-,-,-,-,30000,10,MAX,16,Locked
39095406,16,PEQ (Acc),★★★★★,PEQ-16A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,91.2169%,-,0,0,,0,Locked
39157795,284,Sp. Eq (Exclusive),★★★★★,Leuchtpistole 34,-,-,-,9.00,-,-,-,-,-,-,-,-,-,-,-,-,1,0,,4,Locked
39157796,213,Sp. Eq (Exclusive),★★★★★,Special Ops Bag,64332483,Welrod MkⅡ Mod,-,-,25,-,-,-,-,-,5,-,-,-,-,-,30000,10,MAX,6,Locked
39165076,305,SF Taclight (Acc),★★★★★,S.F. Modified Tactical Light,-,-,-,-,3.1988,-,-,-,-,-,-,-,-,-,-,-,0,0,,0,Locked
39311272,297,Sp. Eq (Exclusive),★★★★★,Garde du Corps Uniform,46767867,Kar98k Mod,-,-,-1,-,-,-,48%,-,-,-,-,-,-,-,30000,10,MAX,16,Locked
39387900,305,SF Taclight (Acc),★★★★★,S.F. Modified Tactical Light,-,-,-,-,2.9942,-,-,-,-,-,-,-,-,-,-,-,0,0,,0,Locked
39507781,305,SF Taclight (Acc),★★★★★,S.F. Modified Tactical Light,-,-,-,-,3.2099,-,-,-,-,-,-,-,-,-,-,-,1,0,,0,Locked
39547073,103,Sp. Eq (Exclusive),★★★★★,Type 64 Exclusive Suppressor,156351609,Type64 Mod,-,-,15,-,-,20%,-,-,-,-,-,-,-,-,30000,10,MAX,6,Locked
39632342,106,Sp. Eq (Exclusive),★★★★★,EOT XPS3,47598357,416 Mod,8,14,-,-,-,25%,-,-,-,-,-,-,-,-,30000,10,MAX,11,Locked
39667751,332,Sp. Eq (Exclusive),★★★★★,SBAL-PL,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,1,0,MAX,3,Locked
39906932,305,SF Taclight (Acc),★★★★★,S.F. Modified Tactical Light,-,-,-,-,2.3735,-,-,-,-,-,-,-,-,-,-,-,0,0,,0,Locked
39962697,16,PEQ (Acc),★★★★★,PEQ-16A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,95.3254%,-,0,0,,0,Locked
39962703,40,T Exo (Body),★★★★★,IOP T4 Exoskeleton,-,-,-7.1508,-,21.3620,-,-,-,-,-,-,-,-,-,-,-,1,0,,0,Locked
39963120,305,SF Taclight (Acc),★★★★★,S.F. Modified Tactical Light,-,-,-,-,3.2207,-,-,-,-,-,-,-,-,-,-,-,0,0,,0,Locked
39979577,16,PEQ (Acc),★★★★★,PEQ-16A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,92.7442%,-,0,0,,0,Locked
40011328,40,T Exo (Body),★★★★★,IOP T4 Exoskeleton,-,-,-7.5918,-,21.20,-,-,-,-,-,-,-,-,-,-,-,1,0,,0,Locked
40014833,132,Sp. Eq (Exclusive),★★★★★,Gr MG4 MGO,-,-,-,18.0000,-,-,-1.000,20.000%,-,-,-,-,-,-,-,-,1,0,MAX,0,Locked
40033021,44,Plate (Body),★★★★★,Type 3 Armor Plate,209850286,TPS,-,-,-2.4684,-,-,-,-,-,8.2904,-,-,-,-,-,10000,10,,0,Locked
40033023,309,Focus Chip (Body),★★★★★,Focus Chip,51108442,XM8 Mod,10,-,-,-,-10,-,30%,-,-,-,-,-,-,-,10000,10,MAX,9,Locked
40045429,305,SF Taclight (Acc),★★★★★,S.F. Modified Tactical Light,-,-,-,-,2.8556,-,-,-,-,-,-,-,-,-,-,-,0,0,,0,Locked
40050240,338,Sp. Eq (Exclusive),★★★★★,SBR Custom Handguard,46820867,ST AR-15 Mod,-,-,-,-,5,55%,-,-,-,-,-,-,-,-,30000,10,MAX,15,Locked
40090760,278,Sp. Eq (Exclusive),★★★★★,P22 Laser Pointer,-,-,-,-,8.3332,-,-,13.6314%,-,-,-,-,-,-,-,-,1,0,,0,Locked
40120524,225,Flare (Ammo),★★★★★,Signal Flare,-,-,-,-,-,-,-2.7536,-,-,-,-,-,-,-,-,-,0,0,,0,Locked
40136290,305,SF Taclight (Acc),★★★★★,S.F. Modified Tactical Light,-,-,-,-,3.2201,-,-,-,-,-,-,-,-,-,-,-,0,0,,0,Locked
40172317,336,Sp. Eq (Exclusive),★★★★★,STM Assault Shield,204263888,DP-12 Mod,-,-,-,-1.0000,-,-,-,-,12,-,-,-,-,-,30000,10,MAX,5,Locked
40172321,335,Sp. Eq (Exclusive),★★★★★,Type 11 Signal Flare,-,-,-,13.1109,-,-,-,-,-,-,-,-,-,-,-,-,1,0,,0,Locked
40184328,58,X Exo (Body),★★★★★,IOP X4 Exoskeleton,-,-,-,-,9.4196,-,-,-,-,-,-,-,-,-,-,-,1,0,,0,Locked
40225808,305,SF Taclight (Acc),★★★★★,S.F. Modified Tactical Light,-,-,-,-,3.467,-,-,-,-,-,-,-,-,-,-,-,0,0,,0,Locked
40227583,309,Focus Chip (Body),★★★★★,Focus Chip,121904444,EM-2 Mod,10,-,-,-,-10,-,30%,-,-,-,-,-,-,-,10000,10,MAX,26,Locked
40231888,309,Focus Chip (Body),★★★★★,Focus Chip,47879442,Ribeyrolles Mod,10,-,-,-,-10,-,30%,-,-,-,-,-,-,-,10000,10,MAX,24,Locked
40231937,234,Processor Chip (Body),★★★★★,#2 Processor,202489261,MSBS,15,-,-,-,25,-,-50.0000%,-,-,-,-,-,-,-,10000,10,MAX,6,Locked
40231940,234,Processor Chip (Body),★★★★★,#2 Processor,-,-,15,-,-,-,25,-,-50.0000%,-,-,-,-,-,-,-,10000,10,MAX,11,Locked
40231947,234,Processor Chip (Body),★★★★★,#2 Processor,-,-,15,-,-,-,25,-,-50.0000%,-,-,-,-,-,-,-,10000,10,MAX,14,Locked
40231958,309,Focus Chip (Body),★★★★★,Focus Chip,201389827,SCAR-L,10,-,-,-,-10,-,30%,-,-,-,-,-,-,-,10000,10,MAX,19,Locked
40232712,340,Sp. Eq (Exclusive),★★★★★,M2 Custom Armor-Piercing Round,53576338,M1918 Mod,3.0000,-,-,-,-,-,-,250.0000,-,-,-,-,-,-,1,0,MAX,0,Locked
40289135,229,SLAP (Ammo),★★★★★,Mk1000 SLAP,-,-,-,-,-,-,-5.0000,-,-,493.7140,-,-,-,-,-,-,10000,10,,0,Locked
40295227,225,Flare (Ammo),★★★★★,Signal Flare,-,-,-,-,-,-,-3.0048,-,-,-,-,-,-,-,-,-,0,0,,0,Locked
